year_month,product_id,product_name,category,launch_date,unit_price,units_sold,revenue,material_cost,manufacturing_cost,logistics_cost,total_cost,gross_profit,gross_margin_pct
2026-03-01,P0156,精密ピン 小型,精密金属部品,2021-12-14,3331,123,409713,196465,40971,20485,257921,151792,37.05
2024-04-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5381,221,1189201,600448,118920,59460,778828,410373,34.51
2024-05-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5410,185,1000850,505346,100085,50042,655473,345377,34.51
2024-06-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5389,199,1072411,541479,107241,53620,702340,370071,34.51
2024-07-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5307,169,896883,452852,89688,44844,587384,309499,34.51
2024-08-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5205,152,791160,399470,79116,39558,518144,273016,34.51
2024-09-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5228,203,1061284,535861,106128,53064,695053,366231,34.51
2024-10-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5351,192,1027392,518748,102739,51369,672856,354536,34.51
2024-11-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5299,153,810747,409360,81074,40537,530971,279776,34.51
2024-12-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5392,202,1089184,549948,108918,54459,713325,375859,34.51
2025-01-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5410,173,935930,472567,93593,46796,612956,322974,34.51
2025-02-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5341,214,1142974,577107,114297,57148,748552,394422,34.51
2025-03-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5354,180,963720,486599,96372,48186,631157,332563,34.51
2025-04-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5268,212,1116816,563900,111681,55840,731421,385395,34.51
2025-05-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5396,225,1214100,613020,121410,60705,795135,418965,34.51
2025-06-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5357,187,1001759,505805,100175,50087,656067,345692,34.51
2025-07-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5365,190,1019350,514687,101935,50967,667589,351761,34.51
2025-08-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5208,213,1109304,560107,110930,55465,726502,382802,34.51
2025-09-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5275,156,822900,415496,82290,41145,538931,283969,34.51
2025-10-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5288,219,1158072,643204,115807,57903,816914,341158,29.46
2025-11-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5302,217,1150534,639017,115053,57526,811596,338938,29.46
2025-12-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5395,172,927940,515386,92794,46397,654577,273363,29.46
2026-01-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5280,193,1019040,565984,101904,50952,718840,300200,29.46
2026-02-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5227,154,804958,447081,80495,40247,567823,237135,29.46
2026-03-01,P0157,精密ピン 中型,精密金属部品,2020-04-02,5281,161,850241,472231,85024,42512,599767,250474,29.46
2024-04-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8891,1175,10446925,4728344,1044692,522346,6295382,4151543,39.74
2024-05-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9015,1153,10394295,4704523,1039429,519714,6263666,4130629,39.74
2024-06-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9010,1524,13731240,6214846,1373124,686562,8274532,5456708,39.74
2024-07-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9078,1064,9658992,4371721,965899,482949,5820569,3838423,39.74
2024-08-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9152,1487,13609024,6159530,1360902,680451,8200883,5408141,39.74
2024-09-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9204,1444,13290576,6015399,1329057,664528,8008984,5281592,39.74
2024-10-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9228,1343,12393204,5609242,1239320,619660,7468222,4924982,39.74
2024-11-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9170,1035,9490950,4295664,949095,474547,5719306,3771644,39.74
2024-12-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9199,1455,13384545,6057930,1338454,669227,8065611,5318934,39.74
2025-01-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9153,1262,11551086,5228094,1155108,577554,6960756,4590330,39.74
2025-02-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9086,1118,10158148,4597642,1015814,507907,6121363,4036785,39.74
2025-03-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9083,1201,10908683,4937339,1090868,545434,6573641,4335042,39.74
2025-04-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8993,1363,12257459,5547803,1225745,612872,7386420,4871039,39.74
2025-05-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8984,1129,10142936,4590757,1014293,507146,6112196,4030740,39.74
2025-06-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9113,1357,12366341,5597084,1236634,618317,7452035,4914306,39.74
2025-07-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8913,1396,12442548,5631576,1244254,622127,7497957,4944591,39.74
2025-08-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9117,1435,13082895,5921401,1308289,654144,7883834,5199061,39.74
2025-09-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8989,1034,9294626,4206806,929462,464731,5600999,3693627,39.74
2025-10-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8998,1256,11301488,5626637,1130148,565074,7321859,3979629,35.21
2025-11-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8943,1078,9640554,4799713,964055,482027,6245795,3394759,35.21
2025-12-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,8901,1031,9176931,4568890,917693,458846,5945429,3231502,35.21
2026-01-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9164,1154,10575256,5265070,1057525,528762,6851357,3723899,35.21
2026-02-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9021,1287,11610027,5780249,1161002,580501,7521752,4088275,35.21
2026-03-01,P0158,精密ピン 大型,精密金属部品,2022-12-16,9064,1356,12290784,6119175,1229078,614539,7962792,4327992,35.21
2024-04-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12174,139,1692186,842296,169218,84609,1096123,596063,35.22
2024-05-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12292,163,2003596,997303,200359,100179,1297841,705755,35.22
2024-06-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12338,150,1850700,921198,185070,92535,1198803,651897,35.22
2024-07-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12219,186,2272734,1131268,227273,113636,1472177,800557,35.22
2024-08-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12301,158,1943558,967418,194355,97177,1258950,684608,35.22
2024-09-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12424,170,2112080,1051301,211208,105604,1368113,743967,35.22
2024-10-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12164,171,2080044,1035355,208004,104002,1347361,732683,35.22
2024-11-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12464,154,1919456,955421,191945,95972,1243338,676118,35.22
2024-12-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12549,149,1869801,930705,186980,93490,1211175,658626,35.22
2025-01-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12309,148,1821732,906779,182173,91086,1180038,641694,35.22
2025-02-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12278,155,1903090,947275,190309,95154,1232738,670352,35.22
2025-03-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12141,179,2173239,1081744,217323,108661,1407728,765511,35.22
2025-04-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12369,161,1991409,991236,199140,99570,1289946,701463,35.22
2025-05-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12364,179,2213156,1101613,221315,110657,1433585,779571,35.22
2025-06-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12494,186,2323884,1156728,232388,116194,1505310,818574,35.22
2025-07-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12488,147,1835736,913749,183573,91786,1189108,646628,35.22
2025-08-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12191,186,2267526,1128676,226752,113376,1468804,798722,35.22
2025-09-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12203,164,2001292,996156,200129,100064,1296349,704943,35.22
2025-10-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12110,166,2010260,1100682,201026,100513,1402221,608039,30.25
2025-11-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12271,172,2110612,1155628,211061,105530,1472219,638393,30.25
2025-12-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12077,162,1956474,1071232,195647,97823,1364702,591772,30.25
2026-01-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12309,169,2080221,1138988,208022,104011,1451021,629200,30.25
2026-02-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12220,165,2016300,1103989,201630,100815,1406434,609866,30.25
2026-03-01,P0159,精密ピン 業務用,精密金属部品,2021-05-08,12279,135,1657665,907625,165766,82883,1156274,501391,30.25
2024-04-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16718,1689,28236702,11639939,2823670,1411835,15875444,12361258,43.78
2024-05-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16746,1554,26023284,10727508,2602328,1301164,14631000,11392284,43.78
2024-06-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16569,1697,28117593,11590839,2811759,1405879,15808477,12309116,43.78
2024-07-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16344,1796,29353824,12100447,2935382,1467691,16503520,12850304,43.78
2024-08-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16502,1779,29357058,12101780,2935705,1467852,16505337,12851721,43.78
2024-09-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16915,1913,32358395,13339013,3235839,1617919,18192771,14165624,43.78
2024-10-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16877,1873,31610621,13030760,3161062,1580531,17772353,13838268,43.78
2024-11-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16341,1867,30508647,12576497,3050864,1525432,17152793,13355854,43.78
2024-12-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16540,1691,27969140,11529643,2796914,1398457,15725014,12244126,43.78
2025-01-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16844,1763,29695972,12241490,2969597,1484798,16695885,13000087,43.78
2025-02-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16654,2031,33824274,13943289,3382427,1691213,19016929,14807345,43.78
2025-03-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16533,1889,31230837,12874203,3123083,1561541,17558827,13672010,43.78
2025-04-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16352,1981,32393312,13353407,3239331,1619665,18212403,14180909,43.78
2025-05-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16471,1640,27012440,11135265,2701244,1350622,15187131,11825309,43.78
2025-06-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16719,1646,27519474,11344278,2751947,1375973,15472198,12047276,43.78
2025-07-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16376,1535,25137160,10362223,2513716,1256858,14132797,11004363,43.78
2025-08-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16932,2201,37267332,15362611,3726733,1863366,20952710,16314622,43.78
2025-09-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16598,1886,31303828,12904292,3130382,1565191,17599865,13703963,43.78
2025-10-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16293,2103,34264179,15537092,3426417,1713208,20676717,13587462,39.66
2025-11-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16336,1841,30074576,13637317,3007457,1503728,18148502,11926074,39.66
2025-12-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16923,1821,30816783,13973871,3081678,1540839,18596388,12220395,39.65
2026-01-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16924,2088,35337312,16023705,3533731,1766865,21324301,14013011,39.65
2026-02-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16673,2083,34729859,15748255,3472985,1736492,20957732,13772127,39.66
2026-03-01,P0160,精密ピン HD,精密金属部品,2019-12-04,16707,2089,34900923,15825824,3490092,1745046,21060962,13839961,39.65
2024-04-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5110,924,4721640,2983872,472164,236082,3692118,1029522,21.8
2024-05-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5103,911,4648833,2937861,464883,232441,3635185,1013648,21.8
2024-06-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5119,865,4427935,2798263,442793,221396,3462452,965483,21.8
2024-07-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5063,905,4582015,2895635,458201,229100,3582936,999079,21.8
2024-08-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5037,1008,5077296,3208631,507729,253864,3970224,1107072,21.8
2024-09-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5095,1195,6088525,3847684,608852,304426,4760962,1327563,21.8
2024-10-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5009,948,4748532,3000866,474853,237426,3713145,1035387,21.8
2024-11-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5131,1146,5880126,3715985,588012,294006,4598003,1282123,21.8
2024-12-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5054,974,4922596,3110867,492259,246129,3849255,1073341,21.8
2025-01-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5196,1107,5751972,3634997,575197,287598,4497792,1254180,21.8
2025-02-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5031,960,4829760,3052199,482976,241488,3776663,1053097,21.8
2025-03-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5005,850,4254250,2688501,425425,212712,3326638,927612,21.8
2025-04-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5204,1106,5755624,3637305,575562,287781,4500648,1254976,21.8
2025-05-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5164,1207,6232948,3938953,623294,311647,4873894,1359054,21.8
2025-06-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5203,872,4537016,2867197,453701,226850,3547748,989268,21.8
2025-07-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5072,939,4762608,3009762,476260,238130,3724152,1038456,21.8
2025-08-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5013,1084,5434092,3434110,543409,271704,4249223,1184869,21.8
2025-09-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5207,1139,5930773,3747991,593077,296538,4637606,1293167,21.8
2025-10-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5163,1119,5777397,4016171,577739,288869,4882779,894618,15.48
2025-11-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5017,964,4836388,3362026,483638,241819,4087483,748905,15.48
2025-12-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5125,1126,5770750,4011550,577075,288537,4877162,893588,15.48
2026-01-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5027,1173,5896671,4099084,589667,294833,4983584,913087,15.48
2026-02-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5077,929,4716533,3278709,471653,235826,3986188,730345,15.48
2026-03-01,P0161,精密ブッシュ 小型,精密金属部品,2022-09-11,5164,1082,5587448,3884127,558744,279372,4722243,865205,15.48
2024-04-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8106,354,2869524,1749055,286952,143476,2179483,690041,24.05
2024-05-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8028,312,2504736,1526706,250473,125236,1902415,602321,24.05
2024-06-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8139,366,2978874,1815707,297887,148943,2262537,716337,24.05
2024-07-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8065,381,3072765,1872936,307276,153638,2333850,738915,24.05
2024-08-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8215,404,3318860,2022938,331886,165943,2520767,798093,24.05
2024-09-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8058,345,2780010,1694493,278001,139000,2111494,668516,24.05
2024-10-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8199,417,3418983,2083965,341898,170949,2596812,822171,24.05
2024-11-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8014,435,3486090,2124869,348609,174304,2647782,838308,24.05
2024-12-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8238,391,3221058,1963325,322105,161052,2446482,774576,24.05
2025-01-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8086,368,2975648,1813740,297564,148782,2260086,715562,24.05
2025-02-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,7983,460,3672180,2238296,367218,183609,2789123,883057,24.05
2025-03-01,P0162,精密ブッシュ 中型,精密金属部品,2019-07-07,8222,417,3428574,2089811,342857,171428,2604096,824478,24.05
